,names,release,runtime,scores,user_score
7400,Chaos Theory,11-Apr-08,87,44,7.5
7401,The Code,13-Feb-04,116,44,0
7402,Pearl Harbor,25-May-01,183,44,5.6
7403,Love & Sex,25-Aug-00,82,44,7.9
7404,Committed,28-Apr-00,98,44,8.7
7405,The Ninth Gate,10-Mar-00,133,44,8.8
7406,The Closer You Get,25-Feb-00,90,44,0
7407,Brokedown Palace,13-Aug-99,100,44,8.2
7408,Road to Paloma,11-Jul-14,91,44,7.7
7409,Skills Like This,20-Mar-09,88,44,8
7410,The Jacket,4-Mar-05,103,44,8.8
7411,Drive Angry 3D,25-Feb-11,104,44,5.9
7412,Carbon Nation,11-Feb-11,86,44,0
7413,In My Country,11-Mar-05,105,44,7.6
7414,The Twilight Saga: New Moon,20-Nov-09,130,44,4
7415,Brain Donors,17-Apr-92,80,44,0
7416,The Legend of Tarzan,1-Jul-16,110,44,6.2
7417,By the Sea,13-Nov-15,122,44,6
7418,Rapture-Palooza,7-Jun-13,85,44,5.3
7419,Stomp the Yard,12-Jan-07,109,44,7
7420,Stalin's Wife,29-Apr-05,104,44,0
7421,Sympathy for Delicious,29-Apr-11,96,44,4.6
7422,Henry Poole Is Here,15-Aug-08,99,44,7
7423,Fidel,18-Oct-02,91,44,7.4
7424,Vatel,25-Dec-00,103,44,7.1
7425,The Brothers Grimsby,11-Mar-16,83,44,6.3
7426,Peter and Vandy,9-Oct-09,95,44,6.3
7427,Hyena Road,11-Mar-16,120,44,5.4
7428,Hotel Transylvania 2,25-Sep-15,89,44,7.2
7429,A Good Old Fashioned Orgy,2-Sep-11,92,44,7.8
7430,Two Weeks,1-Dec-06,102,44,7.3
7431,Hostage,11-Mar-05,113,44,8.8
7432,Man in the Chair,7-Dec-07,0,44,0
7433,Second Best,20-May-05,86,44,6.8
7434,Reaching for the Moon,8-Nov-13,118,44,0
7435,Walking Tall,2-Apr-04,86,44,7.1
7436,Man of the Century,29-Oct-99,77,44,8
7437,Come Out and Play,22-Mar-13,105,44,4.8
7438,Schizopolis,9-Apr-97,96,44,7
7439,The Inbetweeners Movie,7-Sep-12,97,44,4
7440,Renaissance Man,3-Jun-94,128,44,5.8
7441,The Long Kiss Goodnight,11-Oct-96,120,44,8.6
7442,Delivery Man,22-Nov-13,105,44,6.1
7443,Barely Lethal,29-May-15,96,44,5.5
7444,Faster,24-Nov-10,98,44,6.8
7445,Last Action Hero,18-Jun-93,130,44,8.9
7446,It Runs in the Family,25-Apr-03,109,44,4.7
7447,The Center of the World,18-Apr-01,88,44,0
7448,Kikujirô no natsu,26-May-00,121,44,8.4
7449,Plunkett & Macleane,1-Oct-99,99,44,8.4
7450,Manhattan Night,20-May-16,113,44,5.3
7451,Cut Bank,3-Apr-15,93,44,6.4
7452,Sexual Dependency,23-Feb-05,104,44,7.3
7453,Funny Games (2008),14-Mar-08,111,44,7.4
7454,Walking with the Enemy,25-Apr-14,124,44,0
7455,The Ruins,4-Apr-08,90,44,7.3
7456,Uncle Nino,11-Feb-05,104,44,7.2
7457,"Love, Rosie",6-Feb-15,102,44,7.1
7458,Underworld: Rise of the Lycans,23-Jan-09,92,44,7.3
7459,Gaudi Afternoon,21-Mar-03,97,44,6.6
7460,Dudley Do-Right,27-Aug-99,77,44,5.6
7461,Picture Perfect,1-Aug-97,105,44,7.4
7462,Head of State,28-Mar-03,95,44,5.2
7463,Into the Storm,8-Aug-14,89,44,5.2
7464,The Raven,27-Apr-12,110,44,6.2
7465,Girl 6,22-Mar-96,108,44,8.5
7466,We're the Millers,7-Aug-13,110,44,7
7467,The Hangover Part II,26-May-11,102,44,5.6
7468,The Game Plan,28-Sep-07,110,44,6.2
7469,Hey Bartender,7-Jun-13,92,44,0
7470,Mary Reilly,23-Feb-96,108,44,6.8
7471,The Ring Two,18-Mar-05,110,44,3.5
7472,The Caveman's Valentine,2-Mar-01,105,44,6.7
7473,Smiling Fish & Goat on Fire,25-Aug-00,90,44,0
7474,What Dreams May Come,2-Oct-98,113,44,6.9
7475,American Cannibal: The Road to Reality,16-Mar-07,87,44,7.8
7476,Coldwater,15-Aug-14,104,44,7.3
7477,Mia and the Migoo,25-Mar-11,0,44,4.8
7478,Wolf Creek 2,16-May-14,106,44,5.8
7479,Bill & Ted's Excellent Adventure,17-Feb-89,90,44,8.8
7480,Unknown,3-Nov-06,85,44,8.7
7481,13 Sins,18-Apr-14,88,44,6.8
7482,Batman v Superman: Dawn of Justice,25-Mar-16,151,44,6.9
7483,This Is Where I Leave You,19-Sep-14,103,44,6.4
7484,Preservation,9-Jan-15,90,44,3.5
7485,Gut Renovation,6-Mar-13,81,44,0
7486,Cook County,16-Dec-11,93,44,0
7487,The Answer Man,24-Jul-09,95,44,8
7488,Chandni Chowk to China,16-Jan-09,154,44,5.1
7489,Bridget Jones: The Edge of Reason,12-Nov-04,108,44,6.8
7490,The Village,30-Jul-04,108,44,6.4
7491,Connie and Carla,16-Apr-04,98,44,7.2
7492,The Bronze,18-Mar-16,100,44,6.6
7493,One Last Thing...,5-May-06,96,44,8
7494,Jobs,16-Aug-13,128,44,5.1
7495,The Libertine,23-Nov-05,114,44,6.8
7496,The Losers,23-Apr-10,97,44,6.4
7497,Southland Tales,14-Nov-07,145,44,6.3
7498,Nina's Heavenly Delights,21-Nov-07,94,44,0
7499,Devil,17-Sep-10,80,44,8.5
7500,Life Happens,13-Apr-12,100,44,4.3
7501,Along Came Polly,16-Jan-04,90,44,4.5
7502,Gasoline,2-Jul-03,90,44,0
7503,Sex with Strangers,26-Apr-02,105,44,4.5
7504,The Operator,12-Oct-01,102,44,0
7505,America's Sweethearts,20-Jul-01,102,44,5.6
7506,Snow Falling on Cedars,22-Dec-99,127,44,7
7507,"Lula, the Son of Brazil",13-Jan-12,130,44,1.2
7508,Killer Elite,23-Sep-11,100,44,5.8
7509,Blood,9-Aug-13,92,44,5.5
7510,Steve + Sky,8-Jul-05,95,44,0
7511,The Wendell Baker Story,18-May-07,99,44,6.8
7512,The Prime Ministers: The Pioneers,18-Oct-13,0,43,0
7513,The Giant Mechanical Man,27-Apr-12,94,43,6.5
7514,Something to Cheer About,27-Apr-07,90,43,0
7515,Firehouse Dog,4-Apr-07,111,43,6.3
7516,Eagle Eye,26-Sep-08,118,43,7
7517,Racing Stripes,14-Jan-05,102,43,7
7518,Teknolust,20-Feb-04,85,43,0
7519,Malibu's Most Wanted,18-Apr-03,86,43,8.7
7520,Under Suspicion,22-Sep-00,110,43,3
7521,A Piece of Eden,15-Sep-00,106,43,0
7522,Palmetto,20-Feb-98,114,43,6.9
7523,Maze Runner: The Scorch Trials,18-Sep-15,132,43,6.2
7524,Survival of the Dead,28-May-10,90,43,4.2
7525,Backwards,21-Sep-12,89,43,0
7526,Step Up Revolution,27-Jul-12,99,43,4.9
7527,Jackpot,27-Jun-14,90,43,0
7528,Anamorph,18-Apr-08,107,43,7.8
7529,Star Trek V: The Final Frontier,9-Jun-89,107,43,5.6
7530,San Andreas,29-May-15,114,43,5.6
7531,Looking for Kitty,1-Sep-06,0,43,0
7532,American Pastoral,21-Oct-16,108,43,5.8
7533,Madison,22-Apr-05,99,43,6.3
7534,The Tempest,10-Dec-10,110,43,6.4
7535,Catch and Release,26-Jan-07,124,43,8.1
7536,The Omen,6-Jun-06,110,43,6.4
7537,The Great Role,6-May-05,89,43,0
7538,Jersey Girl,26-Mar-04,102,43,7.1
7539,The Animal,1-Jun-01,84,43,4.6
7540,The Mexican,2-Mar-01,123,43,8.7
7541,Suicide Kings,17-Apr-98,106,43,8.7
7542,9 Songs,22-Jul-05,71,43,5.3
7543,The Vow,10-Feb-12,104,43,6.3
7544,Hot Rod,3-Aug-07,88,43,8.1
7545,The Angry Birds Movie,20-May-16,97,43,6.4
7546,Le Chef,20-Jun-14,84,43,6
7547,Equals,15-Jul-16,101,43,6.4
7548,"Sorry, Haters",1-Mar-06,0,43,7.6
7549,MacGruber,21-May-10,90,43,6.2
7550,The Shaggy Dog,10-Mar-06,98,43,5.3
7551,Shelter,13-Nov-15,105,43,7.7
7552,X Games 3D: The Movie,21-Aug-09,92,43,0
7553,Anything Else,19-Sep-03,108,43,6.3
7554,American Pie 2,10-Aug-01,108,43,5.5
7555,The Beach,11-Feb-00,119,43,8.1
7556,Light It Up,10-Nov-99,99,43,0
7557,Why Did I Get Married Too?,2-Apr-10,121,43,6.6
7558,Redemption,28-Jun-13,100,43,8.7
7559,My Best Enemy,11-Jan-13,109,43,0
7560,Sherman's Way,6-Mar-09,97,43,0
7561,Wish I Was Here,18-Jul-14,106,43,7.5
7562,Total Recall (2012),3-Aug-12,118,43,5.8
7563,The Brass Teapot,5-Apr-13,101,43,7.2
7564,The ABCs of Death,8-Mar-13,123,43,4.6
7565,Salt of This Sea,13-Aug-10,109,43,0
7566,From Other Worlds,26-Jan-07,88,43,0
7567,Paycheck,25-Dec-03,119,43,8
7568,Suspended Animation,31-Oct-03,0,43,0
7569,Riding in Cars with Boys,19-Oct-01,132,43,7.1
7570,The Last Castle,19-Oct-01,131,43,7.7
7571,Kingpin,26-Apr-96,113,43,8.8
7572,The Wolfman,12-Feb-10,103,43,5.4
7573,Dear John,5-Feb-10,108,43,6
7574,Youth Without Youth,14-Dec-07,124,43,6.3
7575,The Lady,13-Apr-12,132,43,6.5
7576,Death by China,24-Aug-12,78,43,0
7577,Automatons,13-Dec-06,83,43,0
7578,Women in Trouble,13-Nov-09,92,43,6.7
7579,360,3-Aug-12,110,43,3.6
7580,Freedomland,17-Feb-06,113,43,5
7581,Home Room,5-Sep-03,133,43,7.6
7582,MVP: Most Valuable Primate,20-Oct-00,93,43,8.6
7583,The Peacemaker,26-Sep-97,124,43,5.5
7584,Meet Dave,11-Jul-08,90,43,5.5
7585,Halloween 4: The Return of Michael Myers,21-Oct-88,88,43,6.7
7586,Malevolence,29-Oct-04,90,43,7.5
7587,Violet & Daisy,7-Jun-13,88,43,7.2
7588,Love in the Time of Cholera,16-Nov-07,139,43,5.3
7589,The Final Season,12-Oct-07,119,43,7.5
7590,Twentynine Palms,9-Apr-04,119,43,6
7591,American Wedding,1-Aug-03,96,43,6.9
7592,The Young Unknowns,11-Apr-03,87,43,0
7593,Cleopatra's Second Husband,13-Oct-00,92,43,0
7594,For Love of the Game,17-Sep-99,137,43,7.7
7595,The Very Thought of You,27-Aug-99,88,43,7.8
7596,Frozen,5-Feb-10,94,43,6.4
7597,Cirque du Freak: The Vampire's Assistant,23-Oct-09,109,43,5.8
7598,The Uninvited,30-Jan-09,87,43,6.4
7599,Stephen King?s A Good Marriage,3-Oct-14,102,43,5.3
7600,Unaccompanied Minors,8-Dec-06,90,43,5.1
7601,Steal Me,9-Sep-05,95,43,0
7602,The Keeper: The Legend of Omar Khayyam,10-Jun-05,95,43,7.9
7603,Good Deeds,24-Feb-12,111,43,4.9
7604,Wonderland,3-Oct-03,104,43,6.4
7605,Death Race,22-Aug-08,0,43,6.8
7606,Not Easily Broken,9-Jan-09,99,43,6.5
7607,Machine Gun Preacher,23-Sep-11,123,43,7
7608,The Forgotten,24-Sep-04,91,43,5.9
7609,"Hey, Happy!",25-Jan-02,75,43,8.2
7610,Segunda piel,7-Dec-01,100,43,7
7611,Instinct,4-Jun-99,126,43,6.7
7612,The Romantics,10-Sep-10,95,43,6.1
7613,Eternal,26-Aug-05,107,43,6
7614,Miss Meadows,14-Nov-14,88,43,6.4
7615,Conan the Barbarian,14-May-82,129,43,7.9
7616,Trust the Man,18-Aug-06,103,43,6.3
7617,Monte Carlo,1-Jul-11,109,43,7
7618,The Players,4-Apr-14,109,43,0
7619,Dante's Peak,7-Feb-97,108,43,6
7620,Spread,14-Aug-09,97,43,5.3
7621,Miss Congeniality,22-Dec-00,109,43,4.8
7622,Meet Joe Black,13-Nov-98,178,43,5
7623,Nitro Circus: The Movie,8-Aug-12,92,43,8.1
7624,The Grace Card,25-Feb-11,0,43,7.5
7625,Brooklyn's Finest,5-Mar-10,132,43,5.7
7626,M. Butterfly,1-Oct-93,101,43,6.5
7627,America: Freedom to Fascism,28-Jul-06,95,43,8.5
7628,Backtrack,26-Feb-16,90,43,4.8
7629,Dealin' with Idiots,12-Jul-13,0,43,0
7630,Feast,22-Sep-06,95,43,7.7
7631,The Final Cut,15-Oct-04,95,43,5.1
7632,The Princess Diaries 2: Royal Engagement,11-Aug-04,113,43,6.2
7633,Lara Croft Tomb Raider: The Cradle of Life,25-Jul-03,117,43,8
7634,Recess: School's Out,16-Feb-01,82,43,7.9
7635,Donkey Punch,23-Jan-09,99,43,5.7
7636,D.E.B.S.,25-Mar-05,91,42,6.6
7637,Snow Flower and the Secret Fan,15-Jul-11,120,42,7.4
7638,The Lovely Bones,11-Dec-09,136,42,6.2
7639,G,16-Sep-05,97,42,0
7640,Scumrock,5-Nov-04,79,42,0
7641,The Big Bounce,30-Jan-04,88,42,1.8
7642,The Time Machine,8-Mar-02,96,42,6.2
7643,Bones,24-Oct-01,96,42,8.3
7644,Wet Hot American Summer,27-Jul-01,97,42,7.3
7645,The Family Man,22-Dec-00,125,42,8.8
7646,Went to Coney Island on a Mission from God... Be Back by Five,25-Aug-00,94,42,0
7647,Drive Me Crazy,1-Oct-99,91,42,8.6
7648,Joe Somebody,19-Dec-01,98,42,7.3
7649,Swerve,6-Dec-13,86,42,0
7650,The Divergent Series: Insurgent,20-Mar-15,119,42,5.4
7651,Sanctum,4-Feb-11,103,42,4.9
7652,Rocky IV,27-Nov-85,91,42,7.4
7653,The Adderall Diaries,15-Apr-16,87,42,0
7654,Home of the Brave,15-Dec-06,106,42,6.6
7655,Phantasm II,8-Jul-88,97,42,0
7656,Won't Back Down,28-Sep-12,121,42,6.7
7657,Love the Hard Way,6-Jun-03,104,42,7.4
7658,Daredevil,14-Feb-03,103,42,8.1
7659,The Abandoned,23-Feb-07,99,42,5.9
7660,Transcendence,17-Apr-14,119,42,6.1
7661,Midnight Eagle,23-Nov-07,132,42,0
7662,Trade,28-Sep-07,120,42,5.6
7663,The Secret Scripture,TBA,108,42,0
7664,24 Exposures,24-Jan-14,80,42,3
7665,Ironclad,8-Jul-11,121,42,6.8
7666,The Duel,24-Jun-16,110,42,0
7667,The Internship,7-Jun-13,119,42,6
7668,The Intended,25-Jun-04,110,42,0
7669,Gun Shy,4-Feb-00,101,42,8.8
7670,Lazer Team,27-Jan-16,102,42,6.9
7671,Inferno,28-Oct-16,121,42,5.6
7672,Monsters: Dark Continent,17-Apr-15,119,42,4.6
7673,U Want Me 2 Kill Him?,14-Mar-14,92,42,0
7674,Pizza,20-Jan-06,80,42,0
7675,Breaking the Girls,26-Jul-13,83,42,0
7676,Burnt,30-Oct-15,101,42,5.8
7677,Two Weeks Notice,20-Dec-02,101,42,7.4
7678,Jackass: The Movie,25-Oct-02,87,42,8.1
7679,Jurassic Park III,18-Jul-01,92,42,6.1
7680,Let It Snow,8-Jun-01,90,42,7.7
7681,Psycho Beach Party,4-Aug-00,95,42,8.7
7682,The 13th Warrior,27-Aug-99,102,42,7.3
7683,Against All Odds,2-Mar-84,128,42,8.5
7684,Stargate,28-Oct-94,121,42,7.6
7685,Parker,25-Jan-13,118,42,5.9
7686,Wedding Palace,27-Sep-13,98,42,0
7687,Daddy's Home,25-Dec-15,96,42,7.9
7688,The Taqwacores,22-Oct-10,83,42,0
7689,Mighty Fine,25-May-12,0,42,0
7690,The English Teacher,17-May-13,93,42,7.2
7691,Anna,6-Jun-14,99,42,6.2
7692,The Stepford Wives,11-Jun-04,93,42,3.5
7693,The Event,3-Oct-03,110,42,4.6
7694,The Affair of the Necklace,30-Nov-01,118,42,5.9
7695,Bicentennial Man,17-Dec-99,132,42,7.4
7696,Superstar,8-Oct-99,81,42,3.2
7697,The Rage: Carrie 2,12-Mar-99,104,42,3.9
7698,Vampire$,30-Oct-98,108,42,1.3
7699,Austenland,16-Aug-13,97,42,5.4
7700,Under the Electric Sky,27-Jun-14,85,42,0
7701,Paranormal Activity: The Marked Ones,3-Jan-14,84,42,5.1
7702,GhettoPhysics: Will the Real Pimps and Hos Please Stand Up?,8-Oct-10,94,42,0
7703,Reincarnated,15-Mar-13,96,42,5.3
7704,The Bucket List,25-Dec-07,97,42,7.4
7705,The Family,13-Sep-13,111,42,6.2
7706,Albatross,13-Jan-12,90,42,4.6
7707,Crooked Arrows,1-Jun-12,105,42,0
7708,Fred Claus,9-Nov-07,116,42,7.9
7709,From Paris with Love,5-Feb-10,92,42,7.4
7710,Cold Turkey,15-Nov-13,84,42,0
7711,Queen of the Lot,3-Dec-10,0,42,7.6
7712,Underworld,19-Sep-03,121,42,8.9
7713,Trapped,20-Sep-02,106,42,7.2
7714,Armageddon,1-Jul-98,150,42,6
7715,Lost in Space,3-Apr-98,130,42,6
7716,Transformers: Dark of the Moon,29-Jun-11,154,42,5.7
7717,Strangerland,10-Jul-15,112,42,5.2
7718,Madea's Witness Protection,29-Jun-12,114,42,5.1
7719,Lost River,10-Apr-15,95,42,6.8
7720,Devil's Knot,9-May-14,114,42,6
7721,The Perfect Game,16-Apr-10,118,42,7.8
7722,Mental,29-Mar-13,116,42,4.9
7723,Hollywood Buddha,24-Sep-04,99,42,0
7724,Along Came a Spider,6-Apr-01,104,42,6.3
7725,Night at the Museum: Battle of the Smithsonian,22-May-09,105,42,5.6
7726,#Horror,20-Nov-15,101,42,3.1
7727,Good People,26-Sep-14,90,42,5.2
7728,Aliens in the Attic,31-Jul-09,86,42,5.7
7729,Abraham Lincoln: Vampire Hunter,22-Jun-12,105,42,5.9
7730,Orphan,24-Jul-09,123,42,8.8
7731,The Last House on the Left,13-Mar-09,110,42,6
7732,Next,27-Apr-07,96,42,6.2
7733,Celsius 41.11: The Temperature at Which the Brain... Begins to Die,22-Oct-04,72,42,4.6
7734,High Tension,10-Jun-05,91,42,6
7735,Take Me Home Tonight,4-Mar-11,114,42,6.3
7736,Bel Ami,8-Jun-12,102,42,8.1
7737,The Boy,22-Jan-16,97,42,6.7
7738,Godspeed,26-Mar-10,99,42,0
7739,The Decoy Bride,9-Mar-12,89,42,7.2
7740,Tennessee,5-Jun-09,0,42,8.4
7741,Jem and the Holograms,23-Oct-15,118,42,2.3
7742,Trash Fire,3-Nov-16,91,42,0
7743,Breakfast of Champions,17-Sep-99,110,42,5.2
7744,Hope Floats,29-May-98,114,42,7
7745,The Replacement Killers,6-Feb-98,87,42,8.8
7746,Barnyard,4-Aug-06,90,42,5.2
7747,Arthur Newman,26-Apr-13,101,42,7.3
7748,Alex Rider: Operation Stormbreaker,13-Oct-06,93,42,4.8
7749,The Loss of Sexual Innocence,28-May-99,106,42,0
7750,Superman III,17-Jun-83,125,42,4.5
7751,Courageous,30-Sep-11,130,42,7.6
7752,The Woman in Black 2: Angel of Death,2-Jan-15,98,42,4.4
7753,Return to Oz,21-Jun-85,113,42,7.9
7754,Princess Kaiulani,14-May-10,130,41,0
7755,Splinterheads,6-Nov-09,94,41,8.2
7756,Jailbait,4-Aug-06,90,41,0
7757,History Lessons,26-Oct-01,65,41,0
7758,Bubble Boy,24-Aug-01,84,41,7.7
7759,Celebrity,20-Nov-98,113,41,6.3
7760,Holy Man,9-Oct-98,114,41,5.5
7761,Knowing,20-Mar-09,121,41,6.1
7762,Journey 2: The Mysterious Island,10-Feb-12,94,41,5.7
7763,Beverly Hills Chihuahua,3-Oct-08,91,41,4.1
7764,Larry Crowne,1-Jul-11,99,41,5.8
7765,"Milwaukee, Minnesota",3-Jun-05,95,41,0
7766,Mad Money,18-Jan-08,104,41,6.2
7767,John Tucker Must Die,28-Jul-06,89,41,5.9
7768,The Sorcerer and the White Snake,8-Feb-13,100,41,7.5
7769,What to Expect When You're Expecting,18-May-12,110,41,5.6
7770,Godzilla 2000,18-Aug-00,99,41,6.9
7771,Luminarias,5-May-00,100,41,0
7772,Next Friday,12-Jan-00,98,41,7.7
7773,Big Daddy,25-Jun-99,93,41,8.2
7774,Harry and the Hendersons,5-Jun-87,110,41,6.8
7775,Johnny Got His Gun,24-Oct-08,75,41,0
7776,G.I. Joe: Retaliation,29-Mar-13,110,41,5.3
7777,Two Drifters,23-Jun-06,98,41,0
7778,White Rabbit,13-Feb-15,90,41,0
7779,The Other Side of the Door,4-Mar-16,96,41,5
7780,Machete Kills,11-Oct-13,107,41,6
7781,TMNT,23-Mar-07,87,41,6.9
7782,Battleship,18-May-12,131,41,4.8
7783,Stella Street,22-Oct-04,80,41,0
7784,Torque,16-Jan-04,84,41,8.1
7785,Mambo italiano,19-Sep-03,99,41,7.2
7786,What a Girl Wants,4-Apr-03,105,41,6.8
7787,Mallrats,20-Oct-95,94,41,8.8
7788,A Man's Gotta Do,6-May-02,100,41,0
7789,Little Ashes,8-May-09,112,41,8
7790,Struck by Lightning,11-Jan-13,90,41,6.6
7791,Zerophilia,13-Oct-06,90,41,7.6
7792,The Purge,7-Jun-13,85,41,5.3
7793,Resident Evil: Extinction,21-Sep-07,95,41,6.2
7794,Stand Up Guys,14-Dec-12,95,41,8
7795,Tonight You're Mine,11-May-12,80,41,0
7796,Out of Season,24-Sep-99,98,41,0
7797,Planetarium,TBA,105,41,0
7798,Child 44,17-Apr-15,137,41,5.3
7799,Never Been Thawed,7-Oct-05,87,41,0
7800,Ride Along,17-Jan-14,99,41,5.5
7801,Mr. Woodcock,14-Sep-07,87,41,8.2
7802,Alvin and the Chipmunks: The Squeakquel,23-Dec-09,88,41,4.3
7803,Hate Crime,16-Mar-06,103,41,0
7804,Dragon Blade,4-Sep-15,127,41,6.3
7805,Where Hope Grows,15-May-15,95,41,7.6
7806,Sarah Palin: You Betcha!,30-Sep-11,91,41,0
7807,You Won't Miss Me,10-Dec-10,81,41,0
7808,Jesus Henry Christ,20-Apr-12,92,41,5.2
7809,Meet the Fockers,22-Dec-04,115,41,6.9
7810,Agent Cody Banks,14-Mar-03,102,41,5.9
7811,Crop Circles: Quest for Truth,23-Aug-02,115,41,0
7812,Citizen Toxie: The Toxic Avenger IV,2-Nov-01,108,41,7.7
7813,Two Ninas,26-Jan-01,88,41,6.8
7814,Woman on Top,22-Sep-00,92,41,8.2
7815,Simpatico,17-Dec-99,106,41,0
7816,The 9th Life of Louis Drax,2-Sep-16,108,41,0
7817,La mujer de mi hermano,14-Apr-06,89,41,7.4
7818,First Sunday,11-Jan-08,96,41,5.8
7819,Olympus Has Fallen,22-Mar-13,120,41,5.7
7820,Kick-Ass 2,16-Aug-13,103,41,7.1
7821,Free Ride,10-Jan-14,86,41,8
7822,Hell Baby,6-Sep-13,98,41,4.8
7823,The Truth About Emanuel,10-Jan-14,96,41,6.5
7824,Stay,21-Oct-05,99,41,8.7
7825,Phenomenon,3-Jul-96,123,41,8.9
7826,Sal,1-Nov-13,85,41,0
7827,Freshman Orientation,31-Aug-07,92,41,5
7828,Yes Nurse! No Nurse!,8-Oct-04,100,41,0
7829,Spun,14-Mar-03,101,41,8.7
7830,The Waterboy,6-Nov-98,90,41,7.7
7831,Drillbit Taylor,21-Mar-08,110,41,6.4
7832,Dumb and Dumber,16-Dec-94,107,41,6.1
7833,Stoned,24-Mar-06,102,41,4.8
7834,The Perfect Match,11-Mar-16,96,41,4.1
7835,Lucky,15-Jul-11,103,41,0
7836,When the Game Stands Tall,22-Aug-14,115,41,6.8
7837,Jiminy Glick in Lalawood,6-May-05,90,41,5.7
7838,Sahara,8-Apr-05,124,41,8
7839,The Limits of Control,1-May-09,116,41,6.3
7840,Nowhere Man,11-Mar-05,78,41,0
7841,Crank: High Voltage,17-Apr-09,96,41,6.7
7842,Mumia: Long Distance Revolutionary,1-Feb-13,120,41,0
7843,The Day,29-Aug-12,87,41,6.3
7844,Little Birds,17-Aug-12,94,41,7.9
7845,The Hebrew Hammer,19-Dec-03,85,41,7.4
7846,Money Buys Happiness,26-Jun-02,109,41,0
7847,What Planet Are You From?,3-Mar-00,105,41,1
7848,Death of a Dynasty,29-Apr-05,92,41,0
7849,The Salton Sea,26-Apr-02,103,41,8.7
7850,Grassroots,13-Jul-12,98,41,0
7851,The Secret Agent,8-Nov-96,95,41,0
7852,5 Star Day,4-Nov-11,97,41,7.3
7853,Running Scared,24-Feb-06,122,41,8.8
7854,Sabotage,28-Mar-14,109,41,5.3
7855,G-Force,24-Jul-09,88,41,4.2
7856,Basic Instinct,20-Mar-92,127,41,4.2
7857,Dust,22-Aug-03,127,41,0
7858,Dancing at the Blue Iguana,19-Oct-01,123,41,8.8
7859,Fear and Loathing in Las Vegas,22-May-98,118,41,7.7
7860,Before I Go to Sleep,31-Oct-14,92,41,5.2
7861,Bad Boys,7-Apr-95,118,41,8.8
7862,The Chumscrubber,5-Aug-05,108,41,6.1
7863,Four Christmases,26-Nov-08,88,41,4.7
7864,Raze,10-Jan-14,87,41,4.4
7865,Constellation,2-Feb-07,96,41,5.2
7866,Staten Island Summer,24-Jul-15,108,41,5.8
7867,Mojave,22-Jan-16,93,41,3.5
7868,White Chicks,23-Jun-04,109,41,5.6
7869,Chappie,6-Mar-15,120,41,7.2
7870,Hop,1-Apr-11,90,41,5.1
7871,Final Destination 3,10-Feb-06,93,41,6
7872,Romeo & Juliet,11-Oct-13,118,41,5.9
7873,Wild Target,29-Oct-10,98,41,8.1
7874,The Quiet Ones,25-Apr-14,98,41,4.4
7875,Priest,13-May-11,87,41,5.2
7876,Darling Companion,20-Apr-12,103,41,6.8
7877,House of Wax,6-May-05,113,41,7.2
7878,Illegal Tender,24-Aug-07,108,40,5.3
7879,Outlander,23-Jan-09,115,40,7.7
7880,Kaena: The Prophecy,25-Jun-04,85,40,4.6
7881,The Hunted,14-Mar-03,94,40,8.6
7882,Some Body,26-Apr-02,77,40,0
7883,X,24-Mar-00,97,40,5.5
7884,Jakob the Liar,24-Sep-99,120,40,7.9
7885,America the Beautiful,1-Aug-08,105,40,5
7886,The Girl from the Naked Eye,15-Jun-12,0,40,7
7887,Molly's Theory of Relativity,1-Mar-13,102,40,0
7888,The Invisible Circus,2-Feb-01,93,40,5.5
7889,Gangster Squad,11-Jan-13,113,40,6.2
7890,Better Living Through Chemistry,14-Mar-14,91,40,6
7891,Dark Was the Night,24-Jul-15,90,40,6
7892,Return to Nuke 'Em High Volume 1,10-Jan-14,85,40,5
7893,Paranormal Activity 4,18-Oct-12,88,40,4.6
7894,The Perfect Family,4-May-12,84,40,0
7895,Vantage Point,22-Feb-08,90,40,5.6
7896,Psychopathia Sexualis,8-Jun-06,102,40,4.4
7897,Lana's Rain,16-Apr-04,107,40,0
7898,Evolution,8-Jun-01,101,40,6.4
7899,Barb Wire,3-May-96,98,40,7.1
7900,Halloween II,30-Oct-81,92,40,6.7
7901,Act of Valor,24-Feb-12,101,40,6.6
7902,The Boss,8-Apr-16,99,40,4.4
7903,Horrible Bosses 2,26-Nov-14,108,40,6
7904,Video Games: The Movie,18-Jul-14,105,40,6.6
7905,The Good Heart,30-Apr-10,95,40,8
7906,Igor,19-Sep-08,87,40,5.6
7907,In the Blood,4-Apr-14,108,40,5.1
7908,Here Comes the Boom,12-Oct-12,105,40,6.1
7909,Derailed,11-Nov-05,108,40,5.4
7910,Piñero,14-Dec-01,103,40,8
7911,Nightwatch,17-Apr-98,101,40,1
7912,The Heir Apparent: Largo Winch,18-Nov-11,108,40,6
7913,Suicide Squad,5-Aug-16,123,40,6.4
7914,Blumenthal,28-Mar-14,86,40,0
7915,Appleseed,14-Jan-05,105,40,7
7916,Ceremony,8-Apr-11,89,40,0
7917,The Phantom of the Opera,22-Dec-04,143,40,8.7
7918,Martin Lawrence Live: Runteldat,2-Aug-02,113,40,7.3
7919,Max Keeble's Big Move,5-Oct-01,86,40,7.8
7920,Amy,26-Jan-01,104,40,7.3
7921,Dance Flick,22-May-09,83,40,4.3
7922,Beneath,16-Jul-13,90,40,6.8
